Date;BTC - Price;ETH - Price;MANA - Price;DJI - Price;NQZ25 - Price;SPVIXETR - Price;XAG - Price;XAU - Price;XU100 - Price
5.12.2025;89,333.6;3,021.84;0.1515;47,954.99;25,732.00;18,185.748;318.46;4,197.25;11,007.37
4.12.2025;92,082.8;3,133.00;0.1545;47,850.94;25,622.75;18,337.270;319.29;4,208.69;10,918.51
3.12.2025;93,437.2;3,188.79;0.1627;47,882.90;25,657.50;18,452.697;318.01;4,206.22;11,036.82
2.12.2025;91,287.6;2,996.10;0.1593;47,474.46;25,606.00;18,492.678;319.14;4,208.14;11,123.47
1.12.2025;86,309.1;2,800.86;0.1513;47,289.33;25,391.25;18,656.600;324.58;4,232.73;11,116.45
28.11.2025;90,894.7;3,031.22;0.1681;47,716.42;25,482.00;18,694.410;324.59;4,230.63;10,898.70
26.11.2025;90,496.5;3,026.95;0.1689;47,427.12;25,302.25;18,887.189;316.85;4,164.59;10,914.65
25.11.2025;87,366.8;2,960.07;0.169;47,112.45;25,085.50;19,132.580;301.82;4,131.15;10,857.17
24.11.2025;88,296.5;2,953.44;0.1713;46,448.27;24,948.25;19,463.180;299.78;4,139.70;10,888.02
21.11.2025;85,131.0;2,766.76;0.1656;46,245.41;24,305.50;20,267.574;284.12;4,065.90;10,922.86
20.11.2025;86,613.9;2,832.98;0.1783;45,752.26;24,131.50;20,579.883;281.81;4,077.50;10,979.73
19.11.2025;91,544.1;3,025.72;0.189;46,138.77;24,721.75;19,985.355;296.82;4,081.66;10,903.91
18.11.2025;92,962.3;3,123.73;0.198;46,091.74;24,595.75;20,128.977;292.9;4,067.88;10,728.60
17.11.2025;92,195.0;3,030.18;0.1922;46,590.24;24,879.00;19,855.422;289.48;4,044.61;10,698.13
14.11.2025;94,554.3;3,113.03;0.2035;47,147.48;25,094.00;19,426.883;294.43;4,079.58;10,565.74
13.11.2025;99,728.7;3,232.94;0.2119;47,457.22;25,094.75;19,730.789;297.06;4,171.46;10,628.63
12.11.2025;101,658.3;3,413.60;0.2202;48,254.82;25,623.75;19,092.895;305.08;4,198.73;10,640.86
11.11.2025;103,046.7;3,417.56;0.2239;47,927.96;25,640.75;19,018.963;294.99;4,126.68;10,576.45
10.11.2025;106,006.9;3,567.87;0.2382;47,368.63;25,714.50;18,950.145;291.48;4,115.90;10,789.03
7.11.2025;103,325.4;3,435.78;0.2372;46,987.10;25,166.25;19,275.039;278.53;3,999.72;10,924.53
6.11.2025;101,325.7;3,314.43;0.212;46,912.30;25,244.25;19,375.928;271.88;3,977.87;11,073.27
5.11.2025;103,896.7;3,424.74;0.212;47,311.00;25,746.25;19,104.029;272.02;3,982.62;10,970.37
4.11.2025;101,504.3;3,289.11;0.2007;47,085.24;25,575.25;19,579.016;265.03;3,932.05;10,914.10
3.11.2025;106,578.1;3,603.63;0.2089;47,336.68;26,103.25;19,220.082;277.56;4,001.67;11,060.39
31.10.2025;109,602.8;3,848.00;0.2269;47,562.87;26,004.00;19,129.803;279.67;4,002.28;10,971.52
30.10.2025;108,320.1;3,803.00;0.2222;47,522.12;25,882.75;19,008.404;283.8;4,024.47;10,837.30
28.10.2025;112,905.8;3,979.45;0.2358;47,706.37;26,163.50;18,662.322;278.09;3,952.58;10,871.08
27.10.2025;114,108.0;4,120.90;0.2411;47,544.59;25,963.75;18,413.090;274.58;3,981.59;10,853.43
24.10.2025;111,013.1;3,934.75;0.243;47,207.12;25,509.25;18,653.158;285.59;4,112.10;10,941.79
23.10.2025;110,078.9;3,856.73;0.2344;46,734.61;25,254.00;18,859.158;288.0;4,126.17;10,608.26
22.10.2025;107,587.5;3,805.16;0.2288;46,590.41;25,039.25;19,030.367;285.58;4,094.07;10,551.34
21.10.2025;108,340.9;3,874.27;0.2322;46,924.74;25,294.75;18,957.543;283.99;4,125.10;10,467.20
20.10.2025;110,544.0;3,979.43;0.2402;46,706.58;25,305.25;18,903.014;314.03;4,356.50;10,484.39
17.10.2025;106,443.5;3,831.60;0.2277;46,190.61;24,986.50;19,721.666;306.01;4,249.98;10,208.76
16.10.2025;108,204.8;3,894.48;0.2482;45,952.24;24,831.25;20,488.480;329.32;4,326.18;10,370.78
15.10.2025;110,767.4;3,985.52;0.2581;46,253.31;24,924.50;19,729.691;318.47;4,208.58;10,464.48
14.10.2025;113,030.8;4,122.38;0.271;46,270.46;24,762.50;19,656.563;307.11;4,142.31;10,316.40
13.10.2025;115,174.8;4,240.91;0.2843;46,067.58;24,922.25;19,260.207;309.59;4,110.70;10,556.18
10.10.2025;112,878.6;3,829.58;0.2332;45,479.60;24,397.00;19,900.352;295.53;4,018.30;10,720.36
9.10.2025;121,666.3;4,367.94;0.3201;46,358.42;25,289.25;19,107.906;296.18;3,976.29;10,726.98
8.10.2025;123,311.1;4,525.69;0.3246;46,601.78;25,331.00;19,111.826;309.12;4,038.90;10,756.27
7.10.2025;121,356.6;4,447.77;0.3222;46,602.98;25,039.25;19,162.465;300.23;3,983.82;10,814.11
6.10.2025;124,725.1;4,686.20;0.3423;46,694.97;25,184.75;18,949.893;305.05;3,961.09;10,734.87
3.10.2025;122,224.2;4,511.06;0.3453;46,758.28;24,992.00;18,983.828;299.93;3,886.83;10,858.52
2.10.2025;120,566.1;4,484.19;0.3391;46,519.72;25,110.00;19,014.926;299.14;3,856.53;11,082.63
1.10.2025;118,576.2;4,343.80;0.3079;46,441.10;25,017.50;18,892.939;300.76;3,865.80;11,220.22
30.09.2025;114,048.5;4,144.60;0.2888;46,397.89;24,901.75;18,943.133;297.11;3,858.51;11,012.12
29.09.2025;114,357.5;4,215.36;0.2908;46,316.07;24,837.75;18,977.891;294.24;3,833.93;11,048.13
26.09.2025;109,662.2;4,032.30;0.2878;46,247.29;24,726.75;18,842.873;291.23;3,760.24;11,151.20
25.09.2025;109,016.3;3,872.53;0.276;45,947.32;24,629.25;19,303.066;284.86;3,749.37;11,377.55
24.09.2025;113,307.1;4,153.21;0.2925;46,121.28;24,739.25;19,198.051;282.16;3,736.29;11,366.93
23.09.2025;112,002.6;4,164.63;0.289;46,292.78;24,827.25;19,335.428;291.98;3,764.19;11,331.75
22.09.2025;112,673.0;4,199.05;0.2947;46,381.54;25,003.00;19,214.498;291.07;3,746.47;11,468.07
19.09.2025;115,649.0;4,468.66;0.3245;46,315.27;24,866.25;19,047.922;283.7;3,684.98;11,294.48
18.09.2025;117,086.0;4,587.65;0.344;46,142.42;24,705.50;19,047.793;270.81;3,644.36;11,048.11
17.09.2025;116,425.9;4,590.56;0.3496;46,018.32;24,465.25;19,002.473;270.3;3,660.04;11,165.85
16.09.2025;116,795.9;4,501.21;0.3456;45,757.90;24,522.25;19,346.109;271.48;3,689.80;11,182.96
15.09.2025;115,362.1;4,523.56;0.3346;45,883.45;24,550.75;19,077.387;277.84;3,679.13;11,000.26
12.09.2025;116,042.8;4,711.99;0.3337;45,834.22;24,351.00;18,989.826;272.99;3,643.13;10,372.04
11.09.2025;115,490.2;4,458.79;0.325;46,108.00;24,248.25;18,952.500;273.77;3,634.09;10,382.89
10.09.2025;113,963.5;4,348.70;0.3204;45,490.92;24,110.50;19,221.164;269.32;3,640.74;10,586.32
9.09.2025;111,516.5;4,309.63;0.3205;45,711.34;24,108.00;19,191.715;262.81;3,626.48;10,486.09
8.09.2025;112,068.4;4,306.59;0.3261;45,514.95;24,033.00;19,247.879;265.93;3,635.84;10,449.36
5.09.2025;110,652.2;4,306.96;0.3186;45,400.86;23,684.00;19,486.152;261.02;3,586.81;10,729.49
4.09.2025;110,712.7;4,297.66;0.2977;45,621.29;23,668.00;19,416.803;254.66;3,546.17;10,828.93
3.09.2025;111,716.5;4,450.68;0.3116;45,271.23;23,448.75;19,790.672;257.07;3,559.43;10,737.68
2.09.2025;111,218.3;4,325.19;0.3001;45,295.81;23,275.00;19,971.646;255.05;3,533.73;10,877.52
29.08.2025;108,355.6;4,359.20;0.2831;45,544.88;23,461.75;19,619.684;249.08;3,448.00;11,288.05
28.08.2025;112,568.9;4,513.55;0.2961;45,636.90;23,769.00;19,458.568;242.22;3,417.20;11,368.78
27.08.2025;111,255.6;4,506.05;0.2859;45,565.23;23,628.75;19,576.887;243.32;3,397.42;11,359.01
26.08.2025;111,768.6;4,600.77;0.2877;45,418.07;23,591.50;19,471.277;244.06;3,392.88;11,529.81
25.08.2025;110,118.4;4,374.73;0.2746;45,282.47;23,498.25;19,525.945;239.4;3,366.79;11,477.80
22.08.2025;116,928.9;4,831.21;0.307;45,631.74;23,569.75;19,367.680;239.23;3,372.11;11,372.33
21.08.2025;112,481.1;4,224.52;0.2771;44,785.50;23,219.75;20,348.482;234.99;3,338.81;11,313.90
20.08.2025;114,275.0;4,335.37;0.2854;44,938.31;23,324.00;20,205.096;230.27;3,347.11;11,134.73
19.08.2025;112,880.3;4,075.57;0.2722;44,922.27;23,469.50;20,169.641;225.29;3,315.46;10,962.02
18.08.2025;116,203.8;4,311.42;0.2864;44,911.82;23,797.75;20,042.934;231.37;3,330.55;10,929.77
15.08.2025;117,356.3;4,440.05;0.289;44,946.12;23,804.00;20,282.771;231.43;3,335.39;10,870.57
14.08.2025;118,314.2;4,547.35;0.2907;44,911.26;23,930.50;20,148.258;229.37;3,336.50;10,824.55
13.08.2025;123,323.4;4,747.87;0.3201;44,922.27;23,946.50;20,095.637;231.42;3,354.73;10,949.95
12.08.2025;120,146.2;4,590.71;0.3102;44,458.61;23,938.00;20,040.730;231.95;3,346.20;10,954.50
11.08.2025;118,689.6;4,223.42;0.2923;43,975.09;23,637.50;20,356.986;229.26;3,344.83;11,038.32
8.08.2025;116,676.3;4,008.96;0.3032;44,175.61;23,713.75;20,309.764;230.3;3,398.78;10,972.63
7.08.2025;117,480.5;3,909.96;0.2962;43,968.64;23,496.25;20,493.643;229.4;3,397.31;10,956.05
6.08.2025;115,002.1;3,683.36;0.2818;44,193.12;23,422.75;20,398.809;224.93;3,369.04;10,901.01
5.08.2025;114,139.1;3,611.69;0.2778;44,111.74;23,132.00;20,699.803;221.91;3,381.27;10,849.96
4.08.2025;115,055.3;3,720.89;0.2888;44,173.64;23,296.50;20,626.637;215.77;3,373.37;10,853.49
1.08.2025;113,312.1;3,488.36;0.2745;43,588.58;22,883.75;21,123.984;206.5;3,362.88;10,746.98
31.07.2025;115,765.0;3,698.46;0.28;44,130.98;23,365.00;20,495.580;204.21;3,290.32;10,743.20
30.07.2025;117,840.4;3,808.91;0.2946;44,461.28;23,480.50;20,405.164;204.07;3,275.25;10,618.97
29.07.2025;117,950.1;3,793.94;0.3026;44,632.99;23,452.00;20,318.666;211.13;3,326.84;10,487.25
28.07.2025;118,053.9;3,796.91;0.3035;44,837.56;23,491.25;19,936.580;209.32;3,314.64;10,542.09
25.07.2025;117,631.9;3,725.01;0.3171;44,901.92;23,421.25;20,174.553;213.8;3,337.18;10,642.60
24.07.2025;118,310.9;3,704.21;0.3101;44,693.91;23,377.50;20,228.195;212.93;3,368.15;10,689.05
23.07.2025;118,763.0;3,626.81;0.3144;45,010.29;23,310.75;20,348.484;215.21;3,387.78;10,591.98
22.07.2025;119,965.5;3,745.84;0.3555;44,502.44;23,226.25;20,877.570;217.56;3,431.50;10,616.09
21.07.2025;117,388.1;3,761.37;0.3533;44,323.07;23,342.00;20,813.572;211.93;3,395.80;10,616.18
18.07.2025;117,940.3;3,545.58;0.3289;44,342.19;23,224.25;20,864.875;204.73;3,350.40;10,366.16
17.07.2025;119,194.9;3,472.90;0.3284;44,484.49;23,251.00;20,947.832;205.6;3,338.95;10,370.71
16.07.2025;118,683.2;3,373.85;0.3178;44,254.78;23,076.50;20,843.254;207.18;3,346.58;10,121.52
14.07.2025;119,849.5;3,013.63;0.3097;44,459.65;23,035.50;20,621.523;210.3;3,343.80;10,225.48
11.07.2025;117,535.6;2,957.71;0.3044;44,371.51;22,959.00;20,408.959;211.05;3,355.91;10,358.46
10.07.2025;115,993.6;2,951.20;0.3018;44,650.64;23,013.25;20,300.377;207.88;3,323.07;10,331.31
9.07.2025;111,246.0;2,768.27;0.2826;44,458.30;23,052.75;20,369.961;205.92;3,313.72;10,167.26
8.07.2025;108,913.1;2,614.41;0.2682;44,240.76;22,896.75;20,537.094;203.24;3,300.70;9,998.20
7.07.2025;108,269.6;2,542.35;0.264;44,406.36;22,884.75;20,707.281;212.94;3,335.61;10,107.68
3.07.2025;109,600.5;2,590.98;0.2703;44,828.53;23,062.50;20,568.242;210.68;3,326.57;10,228.39
2.07.2025;108,843.7;2,570.23;0.267;44,484.42;22,843.00;20,581.779;209.24;3,357.36;10,189.02
1.07.2025;105,694.3;2,405.26;0.2416;44,494.94;22,692.75;20,617.055;206.04;3,339.21;10,080.35
30.06.2025;107,171.1;2,486.52;0.2535;44,094.77;22,893.25;20,527.123;205.64;3,303.69;9,948.51
27.06.2025;107,044.2;2,422.65;0.2482;43,819.27;22,751.50;20,490.182;200.81;3,274.25;9,404.89
26.06.2025;106,945.9;2,415.71;0.2467;43,386.84;22,669.25;20,438.643;208.4;3,328.06;9,301.05
25.06.2025;107,349.4;2,418.43;0.2562;42,982.43;22,461.00;20,549.723;203.97;3,332.46;9,418.52
24.06.2025;106,078.6;2,448.66;0.2615;43,089.02;22,412.75;20,673.672;203.81;3,324.20;9,448.90
23.06.2025;105,376.9;2,410.48;0.2617;42,581.78;22,073.50;21,386.881;207.78;3,368.88;9,141.31
20.06.2025;103,280.5;2,406.51;0.2479;42,206.82;21,844.75;21,521.561;204.94;3,368.23;9,203.37
18.06.2025;104,894.2;2,525.35;0.2564;42,171.66;21,945.25;21,345.150;207.32;3,369.09;9,196.13
17.06.2025;104,559.8;2,509.59;0.2544;42,215.80;21,956.00;21,582.223;208.82;3,388.74;9,339.59
16.06.2025;106,740.4;2,538.95;0.264;42,515.09;22,168.25;21,050.777;209.32;3,383.20;9,350.01
13.06.2025;106,080.3;2,578.83;0.2666;42,197.79;21,860.75;21,830.412;210.81;3,432.64;9,311.88
12.06.2025;105,703.0;2,643.70;0.2739;42,967.62;22,158.50;21,097.250;207.64;3,385.29;9,520.22
11.06.2025;108,661.2;2,772.11;0.2904;42,865.77;22,112.25;20,981.906;203.16;3,353.84;9,686.11
10.06.2025;110,269.2;2,815.73;0.3039;42,866.87;22,190.00;20,858.803;202.03;3,323.02;9,659.31
5.06.2025;101,521.9;2,414.36;0.2583;42,319.74;21,582.25;21,321.219;207.91;3,354.16;9,486.56
4.06.2025;104,695.6;2,607.13;0.2758;42,427.74;21,766.50;21,029.830;205.01;3,376.54;9,474.96
3.06.2025;105,388.3;2,593.03;0.2825;42,519.64;21,706.00;20,982.834;203.2;3,352.25;9,277.01
2.06.2025;105,845.6;2,606.81;0.284;42,305.48;21,534.50;21,145.859;204.03;3,380.21;9,008.87
30.05.2025;103,981.3;2,531.29;0.271;42,270.07;21,376.75;21,206.975;192.22;3,289.40;9,019.57
29.05.2025;105,600.0;2,632.50;0.294;42,215.73;21,408.50;21,066.525;191.92;3,317.02;9,170.56
28.05.2025;107,786.7;2,681.20;0.3086;42,098.70;21,379.75;20,952.191;192.68;3,289.76;9,177.70
27.05.2025;108,944.0;2,660.88;0.3133;42,343.65;21,460.50;20,692.049;190.9;3,300.68;9,213.58
23.05.2025;107,313.4;2,526.46;0.3131;41,603.07;20,975.00;21,848.350;192.1;3,357.42;9,356.04
22.05.2025;111,702.7;2,663.77;0.3423;41,859.09;21,178.25;21,194.871;187.77;3,295.00;9,475.21
21.05.2025;109,640.1;2,551.42;0.3213;41,860.44;21,156.75;21,264.223;189.33;3,314.99;9,398.93
20.05.2025;106,815.8;2,523.82;0.3227;42,677.24;21,447.25;20,339.025;187.25;3,290.12;9,514.01
16.05.2025;103,480.5;2,537.04;0.336;42,654.74;21,506.00;20,097.594;178.36;3,202.77;9,668.36
15.05.2025;103,765.4;2,548.16;0.3412;42,322.75;21,400.25;19,981.402;178.55;3,240.87;9,541.30
14.05.2025;103,513.9;2,609.68;0.3592;42,051.06;21,392.50;20,100.781;175.36;3,178.75;9,701.55
13.05.2025;104,119.2;2,680.05;0.3765;42,140.43;21,278.00;19,894.234;179.44;3,248.47;9,700.17
12.05.2025;102,795.0;2,495.73;0.3671;42,410.10;20,948.75;20,001.854;179.15;3,234.70;9,747.07
9.05.2025;102,975.1;2,345.27;0.353;41,249.38;20,136.75;21,770.146;192.5;3,324.63;9,390.51
8.05.2025;103,274.3;2,206.13;0.3317;41,368.45;20,148.00;21,928.500;186.09;3,305.52;9,279.21
7.05.2025;97,035.1;1,811.20;0.2982;41,113.97;19,961.00;22,310.012;189.3;3,365.21;9,074.62
6.05.2025;96,825.4;1,816.60;0.2918;40,829.00;19,876.50;22,645.580;191.73;3,430.21;9,134.68
5.05.2025;94,745.2;1,820.34;0.2981;41,218.83;20,055.50;22,168.709;184.42;3,334.50;9,112.19
2.05.2025;96,894.4;1,842.06;0.3165;41,317.43;20,195.25;21,900.652;179.38;3,240.88;9,167.58
30.04.2025;94,184.4;1,793.58;0.3159;40,669.36;19,658.50;22,824.645;187.49;3,288.59;9,078.43
29.04.2025;94,269.8;1,798.47;0.3081;40,527.62;19,642.00;22,596.744;185.38;3,317.18;9,224.84
28.04.2025;94,995.0;1,799.24;0.3195;40,227.59;19,528.00;22,723.865;187.78;3,341.67;9,306.96
25.04.2025;94,676.9;1,785.96;0.3295;40,113.50;19,535.25;22,634.227;186.0;3,319.45;9,432.55
24.04.2025;93,980.3;1,769.53;0.3238;40,093.40;19,322.00;23,224.578;189.39;3,349.10;9,490.90
22.04.2025;93,441.9;1,756.11;0.3114;39,186.98;18,385.00;24,486.732;189.7;3,382.54;9,312.13
21.04.2025;87,516.0;1,579.59;0.3025;38,170.41;17,922.25;25,694.139;193.04;3,424.30;9,321.64
17.04.2025;84,940.0;1,582.73;0.2672;39,142.23;18,380.75;24,367.803;191.49;3,327.54;9,396.02
16.04.2025;84,032.2;1,577.14;0.2663;39,669.39;18,385.25;25,066.174;195.33;3,343.22;9,266.09
15.04.2025;83,647.0;1,588.80;0.2685;40,368.96;18,960.25;23,105.240;190.98;3,227.60;9,393.79
14.04.2025;84,586.4;1,623.73;0.276;40,524.79;18,934.75;23,298.490;189.71;3,209.28;9,423.62
11.04.2025;83,413.1;1,566.77;0.2505;40,212.71;18,807.50;26,274.100;188.01;3,236.21;9,380.95
10.04.2025;79,607.5;1,522.13;0.2409;39,593.66;18,484.50;27,167.783;177.28;3,173.92;9,338.58
9.04.2025;82,607.0;1,669.74;0.228;40,608.45;19,288.75;22,883.939;171.02;3,082.18;9,275.50
8.04.2025;76,312.5;1,473.40;0.2058;37,645.59;17,243.75;27,853.410;156.97;2,983.78;9,477.14
7.04.2025;79,162.5;1,553.01;0.2129;37,965.60;17,563.25;25,600.264;158.42;2,982.54;9,407.17
4.04.2025;83,866.7;1,816.36;0.2425;38,314.86;17,539.00;25,999.898;157.76;3,037.36;9,379.83
3.04.2025;83,159.4;1,816.53;0.2403;40,545.93;18,675.50;23,871.549;174.86;3,112.83;9,484.26
2.04.2025;82,525.0;1,795.59;0.2359;42,225.32;19,758.00;20,845.881;177.92;3,133.57;9,523.31
28.03.2025;84,410.4;1,896.69;0.2574;41,583.90;19,457.00;21,214.869;176.64;3,084.03;9,659.48
27.03.2025;87,228.2;2,003.67;0.2829;42,299.70;19,990.25;20,174.830;178.66;3,056.10;9,612.84
26.03.2025;86,912.0;2,009.59;0.2811;42,454.79;20,116.50;20,181.811;175.24;3,019.29;9,649.53
25.03.2025;87,404.0;2,066.19;0.2826;42,587.50;20,488.50;19,743.414;177.11;3,019.85;9,715.58
24.03.2025;87,490.0;2,078.73;0.2792;42,583.32;20,374.25;19,538.939;174.26;3,012.27;9,299.36
21.03.2025;84,073.3;1,965.58;0.2614;41,985.35;19,450.81;20,315.488;174.22;3,023.63;9,044.64
20.03.2025;84,208.1;1,983.57;0.269;41,953.32;19,678.50;20,418.801;176.52;3,044.41;9,810.94
19.03.2025;86,841.0;2,056.62;0.2777;41,964.63;19,746.75;20,644.225;176.47;3,047.18;9,860.29
18.03.2025;82,719.1;1,932.61;0.269;41,581.31;19,496.75;21,207.871;175.19;3,033.95;10,802.23
17.03.2025;84,019.1;1,926.35;0.2766;41,841.63;19,831.75;20,776.842;174.1;3,001.47;10,862.14
14.03.2025;83,977.1;1,911.62;0.2732;41,488.19;19,712.00;21,460.109;169.38;2,984.42;10,840.59
13.03.2025;81,100.2;1,864.69;0.2714;40,813.57;19,249.00;23,124.076;167.81;2,987.75;10,727.58
12.03.2025;83,664.3;1,908.22;0.2706;41,350.93;19,618.50;22,389.322;163.46;2,932.06;10,580.26
11.03.2025;82,921.1;1,922.28;0.2616;41,433.48;19,399.00;23,038.512;162.15;2,916.04;10,438.33
10.03.2025;78,575.9;1,864.40;0.2474;41,911.71;19,452.75;23,269.477;156.29;2,889.40;10,422.24
7.03.2025;86,531.2;2,141.17;0.2884;42,801.72;20,229.75;21,933.813;161.59;2,910.79;10,507.11
6.03.2025;89,930.9;2,202.39;0.2811;42,579.08;20,089.25;22,718.430;160.62;2,909.99;10,459.08
5.03.2025;90,611.7;2,241.65;0.2907;43,006.59;20,665.00;21,488.760;162.31;2,918.84;10,188.85
4.03.2025;87,266.3;2,170.29;0.2766;42,520.99;20,399.00;21,977.512;155.69;2,917.49;9,898.01
3.03.2025;86,209.7;2,149.11;0.2726;43,191.24;20,468.25;21,843.986;154.42;2,893.71;9,911.07
28.02.2025;84,381.2;2,236.41;0.2959;43,840.91;20,919.50;20,758.850;155.32;2,858.60;9,658.72
27.02.2025;84,714.6;2,307.73;0.2955;43,239.50;20,605.75;21,107.287;154.46;2,876.19;9,741.07
26.02.2025;84,212.7;2,337.98;0.2885;43,433.12;21,187.00;20,504.713;160.49;2,916.19;9,573.21
25.02.2025;88,686.0;2,496.06;0.2867;43,621.16;21,149.00;20,660.707;157.46;2,915.12;9,451.58
24.02.2025;91,508.5;2,510.94;0.2833;43,461.21;21,420.25;20,665.402;159.7;2,951.19;9,574.83
21.02.2025;96,155.6;2,662.35;0.3108;43,428.02;21,679.25;20,703.455;158.57;2,936.03;9,602.16
20.02.2025;98,310.3;2,738.03;0.3277;44,176.65;22,141.75;20,033.295;165.21;2,938.70;9,807.50
19.02.2025;96,644.8;2,716.16;0.3185;44,627.59;22,250.50;19,954.301;162.51;2,932.64;9,763.67
18.02.2025;95,638.0;2,671.36;0.3139;44,556.34;22,232.25;19,990.521;163.22;2,935.58;9,916.89
14.02.2025;97,504.6;2,725.51;0.3389;44,546.08;22,196.25;19,897.557;161.18;2,883.18;9,877.59
13.02.2025;96,610.2;2,675.30;0.3292;44,711.43;22,113.25;19,846.010;167.39;2,929.03;9,914.68
12.02.2025;97,881.3;2,735.91;0.3399;44,368.56;21,804.75;19,961.742;165.68;2,903.66;9,779.57
11.02.2025;95,771.7;2,603.11;0.3251;44,593.65;21,786.75;19,972.936;162.53;2,898.34;9,882.79
10.02.2025;97,434.7;2,661.00;0.3324;44,470.41;21,846.50;19,929.314;165.32;2,907.34;9,845.85
7.02.2025;96,513.5;2,622.81;0.3141;44,303.40;21,590.75;20,211.441;161.02;2,860.39;9,951.65
6.02.2025;96,568.8;2,688.28;0.3099;44,747.63;21,871.75;19,810.426;161.71;2,856.50;9,842.15
5.02.2025;96,595.3;2,785.62;0.3268;44,873.28;21,763.00;19,723.307;162.12;2,865.09;9,719.81
4.02.2025;97,793.4;2,731.76;0.3285;44,556.04;21,670.25;19,916.953;158.06;2,841.94;9,807.10
3.02.2025;101,337.1;2,881.90;0.3527;44,421.91;21,405.00;20,194.334;156.26;2,813.49;9,774.40
31.01.2025;102,424.2;3,298.69;0.4481;44,544.66;21,589.25;20,151.723;153.99;2,801.00;10,004.38
30.01.2025;104,726.9;3,247.22;0.4482;44,882.13;21,624.75;19,742.068;156.06;2,793.88;10,082.10
29.01.2025;103,722.0;3,113.26;0.428;44,713.52;21,523.25;19,665.691;150.05;2,757.71;10,076.99
28.01.2025;101,349.3;3,077.83;0.417;44,850.35;21,581.75;19,637.756;148.91;2,763.11;10,121.77
27.01.2025;102,091.7;3,179.47;0.4493;44,713.58;21,258.50;20,142.898;147.75;2,741.10;9,997.85
24.01.2025;104,862.3;3,311.05;0.4717;44,424.25;21,911.25;19,604.588;150.89;2,771.30;10,104.85
23.01.2025;103,912.1;3,338.37;0.4797;44,565.07;22,038.25;19,589.209;148.96;2,753.69;10,112.76
22.01.2025;103,684.8;3,242.60;0.4774;44,156.73;22,000.50;19,784.541;149.39;2,755.02;10,105.37
21.01.2025;106,157.2;3,328.30;0.4964;44,025.81;21,709.50;19,694.684;150.16;2,744.39;9,999.55
17.01.2025;104,084.9;3,472.84;0.5614;43,487.83;21,594.75;19,969.709;147.04;2,701.55;9,977.94
16.01.2025;100,004.5;3,307.00;0.5191;43,153.13;21,249.75;19,920.426;146.02;2,713.77;9,866.73
15.01.2025;100,499.8;3,450.79;0.5335;43,221.55;21,400.25;20,013.998;146.85;2,695.82;9,739.72
14.01.2025;96,542.1;3,224.06;0.4966;42,518.28;20,919.50;20,958.207;146.08;2,677.16;9,715.86
13.01.2025;94,536.1;3,137.73;0.4752;42,297.12;20,947.25;21,236.572;142.38;2,662.12;9,733.17
10.01.2025;94,724.1;3,267.08;0.5034;41,938.45;21,016.00;21,321.836;145.32;2,689.63;9,910.61
8.01.2025;95,066.6;3,327.14;0.4889;42,635.20;21,360.75;20,361.457;145.42;2,662.06;9,890.76
7.01.2025;96,929.8;3,380.56;0.5131;42,528.36;21,359.75;20,311.975;141.94;2,649.49;9,972.03
6.01.2025;102,248.7;3,687.75;0.5761;42,706.56;21,744.50;19,644.037;140.09;2,635.33;10,085.50
3.01.2025;98,167.5;3,608.79;0.5558;42,732.13;21,516.50;19,759.883;141.46;2,639.12;10,075.17
2.01.2025;96,960.0;3,455.19;0.5079;42,392.27;21,167.50;20,305.662;142.96;2,657.16;9,961.34
31.12.2024;93,557.2;3,337.80;0.467;42,544.22;21,226.50;20,044.752;137.18;2,623.81;9,830.56
30.12.2024;92,779.8;3,361.99;0.4788;42,573.73;21,416.25;20,044.688;136.24;2,605.39;9,889.71
27.12.2024;94,275.9;3,334.19;0.4923;42,992.21;21,698.50;19,740.551;138.82;2,620.00;10,025.47
26.12.2024;95,777.7;3,335.96;0.4891;43,325.80;22,008.00;18,955.932;139.91;2,634.43;9,949.01
24.12.2024;98,668.1;3,493.31;0.5403;43,297.03;22,028.50;18,852.594;139.68;2,613.20;9,672.75
23.12.2024;94,852.1;3,422.01;0.5038;42,906.95;21,753.25;19,767.455;139.39;2,612.93;9,626.56
20.12.2024;97,795.7;3,474.01;0.5056;42,840.26;20,947.98;20,870.207;139.22;2,620.77;9,724.50
19.12.2024;97,466.1;3,418.84;0.4817;42,342.24;21,112.75;23,225.518;137.43;2,593.85;9,765.12
18.12.2024;100,197.8;3,627.88;0.5192;42,326.87;21,218.75;22,041.570;138.45;2,587.63;9,915.76
17.12.2024;106,138.9;3,892.79;0.5731;43,449.90;22,014.75;20,443.367;145.26;2,645.54;10,011.27
16.12.2024;106,057.6;3,986.91;0.6027;43,717.48;22,110.25;20,294.172;146.44;2,652.50;9,997.66
13.12.2024;101,426.2;3,909.48;0.6441;43,828.06;21,795.75;19,972.014;147.92;2,648.39;10,125.46
12.12.2024;100,009.9;3,881.63;0.6405;43,914.12;21,651.25;19,936.697;151.54;2,681.33;10,058.63
11.12.2024;101,126.2;3,831.41;0.6544;44,148.56;21,793.50;19,856.381;157.31;2,717.93;10,058.47
10.12.2024;96,600.3;3,628.94;0.5935;44,247.83;21,405.25;19,840.182;151.99;2,693.64;10,099.03
9.12.2024;97,359.4;3,718.98;0.6051;44,401.93;21,483.75;19,827.318;152.29;2,658.78;10,257.39
